step,avg_reward,std_reward,bc_loss,ql_loss,actor_loss,critic_loss
100000,6538.816844191637,245.46967902086698,0.030758989424444737,-1.000036851644516,-0.9692778621017933,14.610728547334672
102000,6748.1775840559785,86.67045597245396,0.030750742174685,-0.9998423581123352,-0.9690916164815426,13.614949607610702
104000,6032.335580146079,1042.9991250457315,0.030676754480227827,-0.9999691708385945,-0.9692924166023731,13.369358836174012
106000,6660.641152007523,196.99980159519603,0.030575454079546035,-0.9999859321117401,-0.9694104793667794,13.154259350538254
108000,6720.660062688774,273.697060857263,0.030467090378515423,-0.9999834062457085,-0.9695163164436817,13.18684562110901
110000,6467.173806567555,286.956389004316,0.03048976886831224,-0.9999737593531609,-0.9694839907288552,13.848300503492355
112000,6931.062918687867,18.659840802846666,0.030341068148612975,-1.0000316135287284,-0.9696905449330807,14.347955010175705
114000,6634.615202724644,75.1885332484279,0.030378330163657666,-1.000065047621727,-0.9696867184340954,14.71637800359726
116000,6154.745859050318,1008.8425561678742,0.03029789573419839,-0.9999704472124576,-0.9696725522279739,13.652078602313996
118000,6590.248683290626,204.21161332275835,0.030215120571665467,-1.0000530854463576,-0.9698379655480385,14.629310003995895
120000,6697.822566152082,90.52543606636102,0.030172046391293405,-1.0000551749765874,-0.9698831299841404,13.768036787748336
122000,6737.427026209538,32.33359227921162,0.030110402842983604,-0.9999577887356281,-0.9698473862707615,13.446098557949066
124000,6755.259147605591,44.864212835683524,0.029998125694692134,-0.9999350606501103,-0.9699369358718395,13.19504207777977
126000,6043.919992147633,1845.8329562642114,0.030121195590123533,-1.0000619891285896,-0.9699407939314842,12.82266000843048
128000,6915.354135792627,67.38857219135882,0.030028270112350583,-0.9999239079356194,-0.9698956384956837,13.217549514055252
130000,6567.74112341275,241.9049506104756,0.02992248284071684,-1.0000010461211204,-0.9700785628557205,13.788253276109696
132000,6936.789270990133,55.283657891903665,0.029935396703891455,-0.9999726941883564,-0.9700372984409332,13.770358016967773
134000,6831.440956421438,224.28310754823428,0.02986620315629989,-1.0000115693211555,-0.9701453672647476,13.956293629407883
136000,6728.854921106203,121.53636989896674,0.0298640717798844,-1.000000849366188,-0.9701367782950401,13.748878569364548
138000,6873.841339445409,36.00625832405522,0.029829078679904343,-1.0000499442219735,-0.9702208659648895,13.894309930086136
140000,6831.216551607596,88.18373556646094,0.0297217440828681,-0.9999661839008331,-0.9702444407343864,14.341832019329072
142000,6826.8610559163935,46.35126552831087,0.029743491147644817,-1.0000285292267799,-0.9702850385010242,14.586289851903915
144000,6895.668046065008,77.4424053741503,0.02962182341516018,-1.000019327878952,-0.9703975050151348,14.149471435785294
146000,6834.5489236909025,38.99348690608876,0.029668824390508233,-1.0000011262595654,-0.9703323023021221,13.86307048034668
148000,6871.752556589066,116.15301212003492,0.029605499803088606,-1.0000041109621525,-0.9703986121118069,13.615391100645065
150000,6797.653328138529,131.78140138696796,0.029528337511233984,-0.9999538782835007,-0.9704255418181419,13.569698796749115
152000,6871.341090523601,18.919758340157323,0.029454114544205368,-0.9999727096855641,-0.9705185958147049,13.399963437080384
154000,6921.619193415585,33.6361807952272,0.0294916438376531,-0.9999844603836536,-0.9704928177297115,13.225244711399078
156000,6842.3540805074135,34.212878288712595,0.029531775337643923,-1.0000188853144645,-0.9704871105849743,13.780458487033844
158000,6515.07754163449,1180.4461535446721,0.029439373820088804,-1.0000549758076667,-0.9706156024336815,12.164694479703904
160000,6848.531675273193,81.87118505757151,0.029496316279284656,-0.9999941196441651,-0.9704978035688401,13.362806936264038
162000,6382.616334797156,1136.0867633917778,0.02933470625989139,-0.9999836755394935,-0.9706489697992802,12.422358612298966
164000,6921.72673102094,59.56747070709408,0.029265287616290152,-1.0000782292485237,-0.9708129418492317,12.850681894540786
166000,6983.987027920831,28.12717724523679,0.029376174350269138,-0.9999829051196575,-0.9706067317128182,13.701312786579132
168000,6619.8155926744175,731.4108204343006,0.02927232429385185,-1.0000074188113213,-0.970735094845295,12.909869240045548
170000,6848.804495661934,48.91184377746049,0.029262108937837185,-0.9999406071305275,-0.9706784988641739,12.326067719221115
172000,6945.101901311728,47.0333884876428,0.029237184003926813,-0.9999967893362045,-0.9707596054375172,12.569585600614548
174000,6841.781799195157,64.77388928205337,0.02917052571475506,-0.9999911377131939,-0.9708206130862236,12.592420765399932
176000,6863.156820347003,91.06346843274024,0.029170722940936686,-0.999993390262127,-0.970822667747736,12.325095826625825
178000,6867.620439978038,49.80844254728026,0.02913363455608487,-1.0000450248718262,-0.9709113911092281,13.062362746238708
180000,6504.256959665401,610.331780437754,0.029118677268736064,-1.0000030310451984,-0.9708843543827533,12.739196745872498
182000,6893.11673463153,49.15640516394357,0.02910139111895114,-0.9999888112843036,-0.9708874210119247,11.678372255325318
184000,6811.002589671354,124.60739092477509,0.028956717267632485,-0.9999445343017578,-0.9709878174364567,12.415976800918578
186000,6865.488510723824,132.90870896661502,0.02904203310329467,-0.9999749067127705,-0.9709328738451004,11.725231086015702
188000,6919.1409688701,35.97851732063164,0.029048650816082953,-1.0000580713748932,-0.9710094202160835,12.36046867609024
190000,6837.275680779955,152.89153632353026,0.028956640981137753,-1.0000197550952434,-0.9710631146728993,12.891037778377534
192000,6931.403774741126,39.27455169902305,0.02902048090379685,-1.0000122882723808,-0.9709918087720871,12.247617283582688
194000,6940.787647456078,32.024076403054345,0.029023968602530658,-1.0000224978923797,-0.9709985301792622,12.518739080905915
196000,6610.185807686008,946.8957751969906,0.028941183669492603,-1.0000870978236198,-0.971145914375782,12.801977406740189
198000,6842.655090079143,222.41066101819825,0.029028800106607376,-1.0000614460408688,-0.9710326462984085,12.48977824139595
200000,6596.18827369879,579.113107853878,0.028884930000640453,-0.9999642322957516,-0.9710793024897575,12.570231417179107
